restaurant_id,date,repas,categorie,plat,nutriscore,regime,impact_carbone,style_culinaire,calories_estimees
1282,06/04/2026,midi,Offre généraliste,Sandwich faluche,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1282,06/04/2026,midi,Offre généraliste,Salade fraîche,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1282,06/04/2026,midi,Offre généraliste,Crudités,C,Végétalien/Base Végétale,Bas,Fraîcheur,150
1282,06/04/2026,midi,Offre généraliste,Pasta box,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1282,06/04/2026,midi,Offre généraliste,Marmite,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1282,06/04/2026,midi,Offre généraliste,Pâtisseries,D,Végétalien/Base Végétale,Bas,Plats Sucrés,300
1282,06/04/2026,midi,Offre généraliste,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1282,07/04/2026,midi,Offre généraliste,Sandwich savoureux,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1282,07/04/2026,midi,Offre généraliste,Sandwich gourmand,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1282,07/04/2026,midi,Offre généraliste,Sandwich faluche,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1282,07/04/2026,midi,Offre généraliste,Salade fraîche,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1282,07/04/2026,midi,Offre généraliste,Crudités,C,Végétalien/Base Végétale,Bas,Fraîcheur,150
1282,07/04/2026,midi,Offre généraliste,Pasta box,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1282,07/04/2026,midi,Offre généraliste,Marmite,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1282,07/04/2026,midi,Offre généraliste,Pâtisseries,D,Végétalien/Base Végétale,Bas,Plats Sucrés,300
1282,07/04/2026,midi,Offre généraliste,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1282,08/04/2026,midi,Offre généraliste,Sandwich savoureux,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1282,08/04/2026,midi,Offre généraliste,Sandwich gourmand,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1282,08/04/2026,midi,Offre généraliste,Sandwich faluche,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1282,08/04/2026,midi,Offre généraliste,Salade fraîche,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
1282,08/04/2026,midi,Offre généraliste,Crudités,C,Végétalien/Base Végétale,Bas,Fraîcheur,150
1282,08/04/2026,midi,Offre généraliste,Pasta box,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1282,08/04/2026,midi,Offre généraliste,Marmite,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1282,08/04/2026,midi,Offre généraliste,Pâtisseries,D,Végétalien/Base Végétale,Bas,Plats Sucrés,300
1282,08/04/2026,midi,Offre généraliste,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1578,27/03/2026,midi,Plats cuisinés,Couscous vg,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1578,30/03/2026,midi,Plats cuisinés,Escalope viennoise,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1578,30/03/2026,midi,Plats cuisinés,Courgettes,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
1098,27/03/2026,midi,Les plats,Et pâtes à la sauce carbonara ou à la sauce au saumon,C,Carné,Bas,Cuisine Traditionnelle,450
1098,27/03/2026,midi,Desserts,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
1098,27/03/2026,midi,Desserts,Yaourts,C,Végétarien,Bas,Cuisine Traditionnelle,80
20,27/03/2026,midi,Viandes,Paupiette de veau farcie,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
20,27/03/2026,midi,Legumes,Poêlée indienne,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
20,27/03/2026,midi,Legumes,Purée de patates douce,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
20,30/03/2026,midi,Plat vegetarien,Samoussa,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
20,30/03/2026,midi,Viandes,Boudin noir,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
20,30/03/2026,midi,Legumes,Épinard,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
20,30/03/2026,midi,Legumes,Purée de pommes de terre,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
20,31/03/2026,midi,Plat vegetarien,Bourguignon de légumes,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
20,31/03/2026,midi,Viandes,Steak de veau,D,Carné,Bas,Cuisine Traditionnelle,450
20,31/03/2026,midi,Legumes,Chou fleur,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
20,01/04/2026,midi,Plat vegetarien,Boulette oriental,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
20,01/04/2026,midi,Viandes,Paupiette de poulet,B,Carné,Moyen,Cuisine Traditionnelle,450
20,01/04/2026,midi,Legumes,Endive,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
20,01/04/2026,midi,Legumes,Frites,D,Végétalien/Base Végétale,Bas,Street Food,700
20,02/04/2026,midi,Plat vegetarien,Pâtes crémeuse champignons,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,450
20,02/04/2026,midi,Viandes,Émincé de bœuf,B,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
20,03/04/2026,midi,Plat vegetarien,Poisson,A,Carné,Moyen,Cuisine Traditionnelle,250
20,03/04/2026,midi,Legumes,Gratin de courgette,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
20,03/04/2026,midi,Legumes,Pommes de terre rondelles,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,27/03/2026,midi,Plats du jour,Accras de morue,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,27/03/2026,midi,Plats du jour,Riz créole,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,450
12,27/03/2026,midi,Plats du jour,Crumble de légumes au chèvre,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,27/03/2026,midi,Desserts,Yaourts variés,C,Végétarien,Bas,Cuisine Traditionnelle,80
12,27/03/2026,midi,Desserts,Fruits de saison,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
12,27/03/2026,midi,Le crous market,"Sandwichs, salades composées, bocaux végés",A,Végétalien/Base Végétale,Bas,Fraîcheur,150
12,27/03/2026,midi,Le crous market,Paninis salés,C,Végétalien/Base Végétale,Bas,Street Food,250
12,27/03/2026,midi,Le crous market,"Chips, pringles",C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,30/03/2026,midi,Plats du jour,Steak haché sauce poivre,D,Carné,Bas,Cuisine Traditionnelle,450
12,30/03/2026,midi,Plats du jour,Carottes persillées,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,30/03/2026,midi,Plats du jour,Galette sarrasin aux poireaux,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,30/03/2026,midi,Desserts,Yaourts variés,C,Végétarien,Bas,Cuisine Traditionnelle,80
12,30/03/2026,midi,Desserts,Fruits de saison,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
12,30/03/2026,midi,Le crous market,"Sandwichs, salades composées, bocaux végés",A,Végétalien/Base Végétale,Bas,Fraîcheur,150
12,30/03/2026,midi,Le crous market,Paninis salés,C,Végétalien/Base Végétale,Bas,Street Food,250
12,30/03/2026,midi,Le crous market,"Chips, pringles",C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,31/03/2026,midi,Plats du jour,Riz aux légumes,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,450
12,31/03/2026,midi,Plats du jour,Korma riz,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,450
12,31/03/2026,midi,Desserts,Yaourts variés,C,Végétarien,Bas,Cuisine Traditionnelle,80
12,31/03/2026,midi,Desserts,Fruits de saison,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
12,31/03/2026,midi,Le crous market,"Sandwichs, salades composées, bocaux végés",A,Végétalien/Base Végétale,Bas,Fraîcheur,150
12,31/03/2026,midi,Le crous market,Paninis salés,C,Végétalien/Base Végétale,Bas,Street Food,250
12,31/03/2026,midi,Le crous market,"Chips, pringles",C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,01/04/2026,midi,Plats du jour,Saucisses lentilles et carottes,A,Carné,Bas,Cuisine Traditionnelle,250
12,01/04/2026,midi,Plats du jour,Gratin de crozets,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,01/04/2026,midi,Plats du jour,Salade,A,Végétalien/Base Végétale,Bas,Fraîcheur,150
12,01/04/2026,midi,Desserts,Yaourts variés,C,Végétarien,Bas,Cuisine Traditionnelle,80
12,01/04/2026,midi,Desserts,Fruits de saison,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
12,01/04/2026,midi,Le crous market,"Sandwichs, salades composées, bocaux végés",A,Végétalien/Base Végétale,Bas,Fraîcheur,150
12,01/04/2026,midi,Le crous market,Paninis salés,C,Végétalien/Base Végétale,Bas,Street Food,250
12,01/04/2026,midi,Le crous market,"Chips, pringles",C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,02/04/2026,midi,Plats du jour,Cuisse de poulet à l'américaine,B,Carné,Moyen,Cuisine Traditionnelle,450
12,02/04/2026,midi,Plats du jour,Chou fleur,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,02/04/2026,midi,Plats du jour,Bouchées riz champignons,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,450
12,02/04/2026,midi,Desserts,Yaourts variés,C,Végétarien,Bas,Cuisine Traditionnelle,80
12,02/04/2026,midi,Desserts,Fruits de saison,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
12,02/04/2026,midi,Le crous market,"Sandwichs, salades composées, bocaux végés",A,Végétalien/Base Végétale,Bas,Fraîcheur,150
12,02/04/2026,midi,Le crous market,Paninis salés,C,Végétalien/Base Végétale,Bas,Street Food,250
12,02/04/2026,midi,Le crous market,"Chips, pringles",C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,03/04/2026,midi,Plats du jour,Poisson aux amandes,A,Carné,Moyen,Cuisine Traditionnelle,250
12,03/04/2026,midi,Plats du jour,Fusilli complètes,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,03/04/2026,midi,Desserts,Yaourts variés,C,Végétarien,Bas,Cuisine Traditionnelle,80
12,03/04/2026,midi,Desserts,Fruits de saison,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
12,03/04/2026,midi,Le crous market,"Sandwichs, salades composées, bocaux végés",A,Végétalien/Base Végétale,Bas,Fraîcheur,150
12,03/04/2026,midi,Le crous market,Paninis salés,C,Végétalien/Base Végétale,Bas,Street Food,250
12,03/04/2026,midi,Le crous market,"Chips, pringles",C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,06/04/2026,midi,Desserts,Yaourts variés,C,Végétarien,Bas,Cuisine Traditionnelle,80
12,06/04/2026,midi,Desserts,Fruits de saison,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
12,06/04/2026,midi,Le crous market,"Sandwichs, salades composées, bocaux végés",A,Végétalien/Base Végétale,Bas,Fraîcheur,150
12,06/04/2026,midi,Le crous market,Paninis salés,C,Végétalien/Base Végétale,Bas,Street Food,250
12,06/04/2026,midi,Le crous market,"Chips, pringles",C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,07/04/2026,midi,Plats du jour,Fish'n chips,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,07/04/2026,midi,Plats du jour,Pommes de terre cubes,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,07/04/2026,midi,Plats du jour,Petits pois carottes,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,07/04/2026,midi,Desserts,Yaourts variés,C,Végétarien,Bas,Cuisine Traditionnelle,80
12,07/04/2026,midi,Desserts,Fruits de saison,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
12,07/04/2026,midi,Le crous market,"Sandwichs, salades composées, bocaux végés",A,Végétalien/Base Végétale,Bas,Fraîcheur,150
12,07/04/2026,midi,Le crous market,Paninis salés,C,Végétalien/Base Végétale,Bas,Street Food,250
12,07/04/2026,midi,Le crous market,"Chips, pringles",C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,08/04/2026,midi,Plats du jour,Pilons de poulet en sauce,B,Carné,Moyen,Cuisine Traditionnelle,450
12,08/04/2026,midi,Plats du jour,Épinards à la crème,A,Végétarien,Bas,Cuisine Traditionnelle,150
12,08/04/2026,midi,Plats du jour,Gnocchis épinards amande,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,150
12,08/04/2026,midi,Desserts,Yaourts variés,C,Végétarien,Bas,Cuisine Traditionnelle,80
12,08/04/2026,midi,Desserts,Fruits de saison,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
12,08/04/2026,midi,Le crous market,"Sandwichs, salades composées, bocaux végés",A,Végétalien/Base Végétale,Bas,Fraîcheur,150
12,08/04/2026,midi,Le crous market,Paninis salés,C,Végétalien/Base Végétale,Bas,Street Food,250
12,08/04/2026,midi,Le crous market,"Chips, pringles",C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,09/04/2026,midi,Plats du jour,Émincé de dinde tandoori,B,Carné,Moyen,Cuisine Traditionnelle,250
12,09/04/2026,midi,Plats du jour,Poêlée indienne,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,09/04/2026,midi,Plats du jour,Kefta pois chiches,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,09/04/2026,midi,Desserts,Yaourts variés,C,Végétarien,Bas,Cuisine Traditionnelle,80
12,09/04/2026,midi,Desserts,Fruits de saison,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
12,09/04/2026,midi,Le crous market,"Sandwichs, salades composées, bocaux végés",A,Végétalien/Base Végétale,Bas,Fraîcheur,150
12,09/04/2026,midi,Le crous market,Paninis salés,C,Végétalien/Base Végétale,Bas,Street Food,250
12,09/04/2026,midi,Le crous market,"Chips, pringles",C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,10/04/2026,midi,Plats du jour,Pâtes carbonara,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,450
12,10/04/2026,midi,Plats du jour,Pâtes pesto fèves légumes verts,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,450
12,10/04/2026,midi,Desserts,Yaourts variés,C,Végétarien,Bas,Cuisine Traditionnelle,80
12,10/04/2026,midi,Desserts,Fruits de saison,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
12,10/04/2026,midi,Le crous market,"Sandwichs, salades composées, bocaux végés",A,Végétalien/Base Végétale,Bas,Fraîcheur,150
12,10/04/2026,midi,Le crous market,Paninis salés,C,Végétalien/Base Végétale,Bas,Street Food,250
12,10/04/2026,midi,Le crous market,"Chips, pringles",C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,13/04/2026,midi,Desserts,Yaourts variés,C,Végétarien,Bas,Cuisine Traditionnelle,80
12,13/04/2026,midi,Desserts,Fruits de saison,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
12,13/04/2026,midi,Le crous market,"Sandwichs, salades composées, bocaux végés",A,Végétalien/Base Végétale,Bas,Fraîcheur,150
12,13/04/2026,midi,Le crous market,Paninis salés,C,Végétalien/Base Végétale,Bas,Street Food,250
12,13/04/2026,midi,Le crous market,"Chips, pringles",C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,14/04/2026,midi,Desserts,Yaourts variés,C,Végétarien,Bas,Cuisine Traditionnelle,80
12,14/04/2026,midi,Desserts,Fruits de saison,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
12,14/04/2026,midi,Le crous market,"Sandwichs, salades composées, bocaux végés",A,Végétalien/Base Végétale,Bas,Fraîcheur,150
12,14/04/2026,midi,Le crous market,Paninis salés,C,Végétalien/Base Végétale,Bas,Street Food,250
12,14/04/2026,midi,Le crous market,"Chips, pringles",C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
12,15/04/2026,midi,Desserts,Yaourts variés,C,Végétarien,Bas,Cuisine Traditionnelle,80
12,15/04/2026,midi,Desserts,Fruits de saison,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
12,15/04/2026,midi,Le crous market,"Sandwichs, salades composées, bocaux végés",A,Végétalien/Base Végétale,Bas,Fraîcheur,150
12,15/04/2026,midi,Le crous market,Paninis salés,C,Végétalien/Base Végétale,Bas,Street Food,250
12,15/04/2026,midi,Le crous market,"Chips, pringles",C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
356,27/03/2026,matin,Kiosque,Sandwichs divers,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
356,27/03/2026,matin,Kiosque,Barquettes diverses,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
356,27/03/2026,midi,Entrée,Entrées et hors d’œuvres variés,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
356,27/03/2026,midi,Plat,Cuisse de poulet,B,Carné,Moyen,Cuisine Traditionnelle,450
356,27/03/2026,midi,Plat,Chorizo grillé,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,450
356,27/03/2026,midi,Accompagnements,Pommes de terre salradaises,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
356,27/03/2026,midi,Desserts,Compote,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
356,27/03/2026,midi,Desserts,Cocktail de fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
356,27/03/2026,midi,Desserts,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
356,27/03/2026,midi,Desserts,Tartelette citron meringuée,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
356,27/03/2026,midi,Offre végétarienne,Bruschetta bleu d'auvergne,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
356,30/03/2026,matin,Kiosque,Sandwichs divers,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
356,30/03/2026,matin,Kiosque,Barquettes diverses,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
356,30/03/2026,midi,Entrée,Entrées et hors d’œuvres variés,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
356,30/03/2026,midi,Plat,Sauté de volaille thaîlandais,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,450
356,30/03/2026,midi,Plat,Nems poulet,B,Carné,Moyen,Cuisine Traditionnelle,450
356,30/03/2026,midi,Accompagnements,Endive braisée,C,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,250
356,30/03/2026,midi,Desserts,Cocktail de fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
356,30/03/2026,midi,Desserts,Fruits,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
356,30/03/2026,midi,Desserts,Compote,A,Végétalien/Base Végétale,Bas,Cuisine Traditionnelle,80
